tax_assessment_year,neighbourhood_name,distance_to_beach_km,age_at_assessment,is_strata,annual_precip_mm,annual_temp_c,price_cad
2023,Victoria-Fraserview,8.47,10,0,1048.0,10.3,3415000.0
2023,Victoria-Fraserview,8.47,49,0,1048.0,10.3,1740000.0
2023,Victoria-Fraserview,8.47,26,0,1048.0,10.3,2099238.0
2023,Victoria-Fraserview,8.47,43,0,1048.0,10.3,2187000.0
2023,Victoria-Fraserview,8.47,4,0,1048.0,10.3,2661000.0
2023,Killarney,10.0,26,0,1048.0,10.3,2480000.0
2023,Victoria-Fraserview,8.47,13,0,1048.0,10.3,3094000.0
2023,Victoria-Fraserview,8.47,61,0,1048.0,10.3,1700700.0
2023,Victoria-Fraserview,8.47,11,0,1048.0,10.3,2352000.0
2023,Victoria-Fraserview,8.47,38,1,1048.0,10.3,858008.0
2023,Victoria-Fraserview,8.47,51,1,1048.0,10.3,592700.0
2023,Victoria-Fraserview,8.47,59,0,1048.0,10.3,1895500.0
2023,Killarney,10.0,37,0,1048.0,10.3,1918000.0
2023,Victoria-Fraserview,8.47,61,0,1048.0,10.3,1932000.0
2023,Victoria-Fraserview,8.47,66,0,1048.0,10.3,2359300.0
2023,Victoria-Fraserview,8.47,33,0,1048.0,10.3,2434000.0
2023,Victoria-Fraserview,8.47,26,1,1048.0,10.3,385000.0
2023,Killarney,10.0,30,0,1048.0,10.3,2346000.0
2023,Killarney,10.0,24,0,1048.0,10.3,2190000.0
2023,Victoria-Fraserview,8.47,28,0,1048.0,10.3,2011000.0
2023,Victoria-Fraserview,8.47,29,0,1048.0,10.3,1990000.0
2023,Victoria-Fraserview,8.47,12,0,1048.0,10.3,2347000.0
2023,Victoria-Fraserview,8.47,66,0,1048.0,10.3,2223400.0
2023,Victoria-Fraserview,8.47,12,0,1048.0,10.3,2813000.0
2023,Victoria-Fraserview,8.47,39,0,1048.0,10.3,1763000.0
2023,Victoria-Fraserview,8.47,94,0,1048.0,10.3,1743700.0
2021,Arbutus Ridge,3.05,93,0,1140.4,10.6,2205500.0
2023,Kensington-Cedar Cottage,5.89,54,0,1048.0,10.3,2051700.0
2023,Kensington-Cedar Cottage,5.89,72,0,1048.0,10.3,1567600.0
2023,Victoria-Fraserview,8.47,9,0,1048.0,10.3,2811000.0
2023,Victoria-Fraserview,8.47,64,0,1048.0,10.3,1950200.0
2023,Victoria-Fraserview,8.47,40,0,1048.0,10.3,1644000.0
2023,Victoria-Fraserview,8.47,33,0,1048.0,10.3,1825000.0
2023,Victoria-Fraserview,8.47,35,0,1048.0,10.3,1893000.0
2023,Victoria-Fraserview,8.47,26,0,1048.0,10.3,2011000.0
2023,Victoria-Fraserview,8.47,45,0,1048.0,10.3,1738000.0
2023,Victoria-Fraserview,8.47,25,0,1048.0,10.3,1889000.0
2023,Victoria-Fraserview,8.47,64,0,1048.0,10.3,1786700.0
2023,Victoria-Fraserview,8.47,71,0,1048.0,10.3,1959100.0
2021,Grandview-Woodland,5.05,111,0,1140.4,10.6,1149000.0
2021,Hastings-Sunrise,6.96,28,0,1140.4,10.6,2024000.0
2023,Kensington-Cedar Cottage,5.89,77,0,1048.0,10.3,1290500.0
2023,Kensington-Cedar Cottage,5.89,70,0,1048.0,10.3,1339800.0
2023,Kensington-Cedar Cottage,5.89,14,0,1048.0,10.3,2231000.0
2023,Victoria-Fraserview,8.47,61,0,1048.0,10.3,1860600.0
2023,Victoria-Fraserview,8.47,101,0,1048.0,10.3,1847800.0
2023,Killarney,10.0,73,0,1048.0,10.3,2258653.0
2023,Killarney,10.0,33,1,1048.0,10.3,610000.0
2023,Victoria-Fraserview,8.47,13,0,1048.0,10.3,2062000.0
2023,Victoria-Fraserview,8.47,44,0,1048.0,10.3,2428000.0
2023,Victoria-Fraserview,8.47,36,0,1048.0,10.3,2021000.0
2023,Victoria-Fraserview,8.47,60,0,1048.0,10.3,1693500.0
2023,Victoria-Fraserview,8.47,63,0,1048.0,10.3,1821200.0
2023,Killarney,10.0,73,0,1048.0,10.3,1806056.0
2023,Killarney,10.0,15,0,1048.0,10.3,2706000.0
2023,Victoria-Fraserview,8.47,27,0,1048.0,10.3,1926000.0
2023,Victoria-Fraserview,8.47,58,0,1048.0,10.3,1667965.0
2023,Victoria-Fraserview,8.47,47,0,1048.0,10.3,1649100.0
2023,Victoria-Fraserview,8.47,43,0,1048.0,10.3,2187000.0
2023,Victoria-Fraserview,8.47,30,0,1048.0,10.3,1736000.0
2023,Victoria-Fraserview,8.47,42,0,1048.0,10.3,1632900.0
2023,Victoria-Fraserview,8.47,48,0,1048.0,10.3,1701000.0
2023,Victoria-Fraserview,8.47,8,0,1048.0,10.3,2515000.0
2023,Victoria-Fraserview,8.47,64,0,1048.0,10.3,2083800.0
2023,Victoria-Fraserview,8.47,47,0,1048.0,10.3,2201000.0
2023,Victoria-Fraserview,8.47,60,0,1048.0,10.3,1793800.0
2023,Victoria-Fraserview,8.47,66,0,1048.0,10.3,1801500.0
2023,Victoria-Fraserview,8.47,22,0,1048.0,10.3,2218000.0
2023,Kensington-Cedar Cottage,5.89,37,0,1048.0,10.3,1664000.0
2023,Kensington-Cedar Cottage,5.89,28,0,1048.0,10.3,1952000.0
2023,Kensington-Cedar Cottage,5.89,67,0,1048.0,10.3,1955300.0
2023,Kensington-Cedar Cottage,5.89,67,0,1048.0,10.3,1697900.0
2023,Kensington-Cedar Cottage,5.89,47,0,1048.0,10.3,1741700.0
2023,Kensington-Cedar Cottage,5.89,22,0,1048.0,10.3,1931000.0
2021,Kitsilano,0.92,39,0,1140.4,10.6,4523000.0
2021,Grandview-Woodland,5.05,96,0,1140.4,10.6,1344400.0
2021,Killarney,10.0,43,0,1140.4,10.6,1880000.0
2023,Grandview-Woodland,5.05,111,0,1048.0,10.3,2048300.0
2023,Grandview-Woodland,5.05,111,0,1048.0,10.3,1774000.0
2023,Grandview-Woodland,5.05,73,0,1048.0,10.3,1599300.0
2023,Grandview-Woodland,5.05,33,1,1048.0,10.3,634000.0
2023,Grandview-Woodland,5.05,33,1,1048.0,10.3,822000.0
2023,Grandview-Woodland,5.05,69,0,1048.0,10.3,1966800.0
2023,Killarney,10.0,36,0,1048.0,10.3,2464000.0
2023,Killarney,10.0,4,0,1048.0,10.3,3489000.0
2023,Killarney,10.0,40,1,1048.0,10.3,611000.0
2023,Killarney,10.0,40,1,1048.0,10.3,619000.0
2023,Killarney,10.0,28,0,1048.0,10.3,2547000.0
2023,Killarney,10.0,50,0,1048.0,10.3,2171234.0
2023,Killarney,10.0,51,1,1048.0,10.3,739900.0
2023,Killarney,10.0,61,0,1048.0,10.3,2040200.0
2023,Killarney,10.0,19,1,1048.0,10.3,935000.0
2023,Killarney,10.0,43,0,1048.0,10.3,1308800.0
2023,Killarney,10.0,13,0,1048.0,10.3,2845000.0
2023,Killarney,10.0,4,0,1048.0,10.3,3184000.0
2023,Killarney,10.0,35,1,1048.0,10.3,1090000.0
2023,Downtown,1.43,40,1,1048.0,10.3,725000.0
2023,Downtown,1.43,18,1,1048.0,10.3,670000.0
2023,Killarney,10.0,19,1,1048.0,10.3,697000.0
2023,Killarney,10.0,19,1,1048.0,10.3,776000.0
2023,Killarney,10.0,40,0,1048.0,10.3,1399600.0
2023,Killarney,10.0,21,0,1048.0,10.3,2381000.0
2023,Killarney,10.0,18,0,1048.0,10.3,2369000.0
2023,Killarney,10.0,32,0,1048.0,10.3,2353000.0
2023,Downtown,1.43,40,1,1048.0,10.3,702000.0
2023,Killarney,10.0,44,1,1048.0,10.3,996621.0
2023,Killarney,10.0,51,1,1048.0,10.3,1044939.0
2023,Killarney,10.0,3,0,1048.0,10.3,2815200.0
2023,Killarney,10.0,24,0,1048.0,10.3,2247000.0
2023,Downtown,1.43,28,1,1048.0,10.3,724000.0
2023,Downtown,1.43,18,1,1048.0,10.3,752000.0
2023,Killarney,10.0,59,0,1048.0,10.3,2284300.0
2023,Killarney,10.0,58,0,1048.0,10.3,2251000.0
2023,Killarney,10.0,71,0,1048.0,10.3,2073900.0
2023,Killarney,10.0,43,1,1048.0,10.3,555500.0
2023,Killarney,10.0,44,1,1048.0,10.3,991000.0
2023,Killarney,10.0,37,1,1048.0,10.3,1061112.0
2023,Killarney,10.0,18,1,1048.0,10.3,927000.0
2023,Killarney,10.0,21,0,1048.0,10.3,2617000.0
2023,Killarney,10.0,59,0,1048.0,10.3,2175500.0
2023,Killarney,10.0,18,1,1048.0,10.3,1193000.0
2023,Killarney,10.0,18,0,1048.0,10.3,2648000.0
2023,Killarney,10.0,50,0,1048.0,10.3,2033323.0
2023,Killarney,10.0,21,0,1048.0,10.3,1590000.0
2023,Killarney,10.0,59,0,1048.0,10.3,1443100.0
2023,Killarney,10.0,35,1,1048.0,10.3,999000.0
2023,Killarney,10.0,51,0,1048.0,10.3,2107408.0
2023,Downtown,1.43,28,1,1048.0,10.3,619000.0
2023,Kensington-Cedar Cottage,5.89,111,0,1048.0,10.3,1427900.0
2023,Downtown,1.43,28,1,1048.0,10.3,845000.0
2023,Downtown,1.43,28,1,1048.0,10.3,847000.0
2023,Killarney,10.0,41,1,1048.0,10.3,814000.0
2023,Killarney,10.0,33,1,1048.0,10.3,1047000.0
2023,Killarney,10.0,33,1,1048.0,10.3,1062252.0
2023,Downtown,1.43,28,1,1048.0,10.3,614000.0
2023,Downtown,1.43,25,1,1048.0,10.3,594900.0
2023,Downtown,1.43,25,1,1048.0,10.3,538800.0
2021,Marpole,7.34,92,0,1140.4,10.6,1784600.0
2021,Renfrew-Collingwood,7.85,16,1,1140.4,10.6,443000.0
2021,Downtown,1.43,16,1,1140.4,10.6,681000.0
2023,Mount Pleasant,3.31,2,1,1048.0,10.3,743000.0
2023,Mount Pleasant,3.31,13,1,1048.0,10.3,105500.0
2023,Downtown,1.43,3,1,1048.0,10.3,1182000.0
2023,Fairview,1.75,6,1,1048.0,10.3,3072000.0
2023,Riley Park,4.58,6,1,1048.0,10.3,1400000.0
2023,Kensington-Cedar Cottage,5.89,6,1,1048.0,10.3,1427000.0
2023,Fairview,1.75,17,1,1048.0,10.3,957000.0
2023,Downtown,1.43,66,1,1048.0,10.3,537000.0
2023,Downtown,1.43,48,1,1048.0,10.3,95000.0
2023,Downtown,1.43,24,1,1048.0,10.3,195100.0
2023,Downtown,1.43,18,1,1048.0,10.3,591000.0
2023,Downtown,1.43,21,1,1048.0,10.3,1399000.0
2023,Downtown,1.43,27,1,1048.0,10.3,591000.0
2023,Downtown,1.43,26,1,1048.0,10.3,464300.0
2023,Downtown,1.43,66,1,1048.0,10.3,806000.0
2023,Downtown,1.43,23,1,1048.0,10.3,137500.0
2023,Downtown,1.43,28,1,1048.0,10.3,1112000.0
2023,Downtown,1.43,28,1,1048.0,10.3,656000.0
2023,Downtown,1.43,21,1,1048.0,10.3,2074000.0
2023,Downtown,1.43,23,1,1048.0,10.3,142400.0
2023,Downtown,1.43,28,1,1048.0,10.3,848000.0
2023,Downtown,1.43,24,1,1048.0,10.3,432500.0
2023,Downtown,1.43,27,1,1048.0,10.3,783000.0
2023,Downtown,1.43,66,1,1048.0,10.3,987000.0
2023,Downtown,1.43,18,1,1048.0,10.3,807000.0
2023,Downtown,1.43,24,1,1048.0,10.3,350000.0
2023,Downtown,1.43,23,1,1048.0,10.3,3795000.0
2023,Downtown,1.43,27,1,1048.0,10.3,334100.0
2023,Downtown,1.43,24,1,1048.0,10.3,403000.0
2023,Downtown,1.43,27,1,1048.0,10.3,488000.0
2023,Downtown,1.43,48,1,1048.0,10.3,230536.0
2023,Downtown,1.43,23,1,1048.0,10.3,137000.0
2023,Downtown,1.43,29,1,1048.0,10.3,318000.0
2023,Downtown,1.43,29,1,1048.0,10.3,138900.0
2023,Downtown,1.43,20,1,1048.0,10.3,1325000.0
2023,Downtown,1.43,18,1,1048.0,10.3,731000.0
2023,Downtown,1.43,29,1,1048.0,10.3,137700.0
2023,Downtown,1.43,32,1,1048.0,10.3,600600.0
2023,Downtown,1.43,121,1,1048.0,10.3,963000.0
2023,Downtown,1.43,48,1,1048.0,10.3,667313.0
2023,Downtown,1.43,29,1,1048.0,10.3,230700.0
2023,Downtown,1.43,27,1,1048.0,10.3,1168000.0
2023,Downtown,1.43,24,1,1048.0,10.3,1319229.0
2023,Downtown,1.43,66,1,1048.0,10.3,524000.0
2023,Downtown,1.43,20,1,1048.0,10.3,908056.0
2023,Downtown,1.43,66,1,1048.0,10.3,545000.0
2023,Downtown,1.43,40,1,1048.0,10.3,885200.0
2023,Downtown,1.43,40,1,1048.0,10.3,1101000.0
2023,West End,0.57,49,1,1048.0,10.3,508900.0
2023,Kensington-Cedar Cottage,5.89,30,1,1048.0,10.3,768000.0
2023,Kensington-Cedar Cottage,5.89,27,1,1048.0,10.3,672000.0
2023,Kensington-Cedar Cottage,5.89,25,1,1048.0,10.3,781000.0
2023,Kensington-Cedar Cottage,5.89,31,1,1048.0,10.3,935000.0
2023,Kensington-Cedar Cottage,5.89,39,0,1048.0,10.3,3130000.0
2023,Kensington-Cedar Cottage,5.89,32,1,1048.0,10.3,701000.0
2023,Kensington-Cedar Cottage,5.89,30,1,1048.0,10.3,1051000.0
2023,Downtown,1.43,24,1,1048.0,10.3,2.0
2023,Downtown,1.43,24,1,1048.0,10.3,261000.0
2023,Downtown,1.43,24,1,1048.0,10.3,612000.0
2023,Downtown,1.43,24,1,1048.0,10.3,502000.0
2021,Oakridge,5.77,9,0,1140.4,10.6,3213000.0
2021,West End,0.57,35,1,1140.4,10.6,720000.0
2021,West End,0.57,32,1,1140.4,10.6,543000.0
2021,Downtown,1.43,39,0,1140.4,10.6,3289000.0
2021,Downtown,1.43,18,1,1140.4,10.6,1497000.0
2021,Downtown,1.43,22,1,1140.4,10.6,754000.0
2023,Marpole,7.34,33,1,1048.0,10.3,1334000.0
2023,Marpole,7.34,42,1,1048.0,10.3,411500.0
2023,Marpole,7.34,95,0,1048.0,10.3,2569000.0
2023,Marpole,7.34,35,1,1048.0,10.3,878000.0
2023,Marpole,7.34,38,1,1048.0,10.3,417036.0
2023,Downtown,1.43,24,1,1048.0,10.3,340000.0
2023,West End,0.57,46,1,1048.0,10.3,723000.0
2023,Downtown,1.43,24,1,1048.0,10.3,659000.0
2023,Downtown,1.43,25,1,1048.0,10.3,715000.0
2023,Downtown,1.43,25,1,1048.0,10.3,964000.0
2023,West End,0.57,43,1,1048.0,10.3,970000.0
2023,Downtown,1.43,24,1,1048.0,10.3,976000.0
2023,Downtown,1.43,26,1,1048.0,10.3,587000.0
2023,West End,0.57,32,1,1048.0,10.3,987000.0
2023,Downtown,1.43,25,1,1048.0,10.3,768000.0
2023,Downtown,1.43,29,1,1048.0,10.3,1049000.0
2023,West End,0.57,49,1,1048.0,10.3,636700.0
2023,West End,0.57,29,1,1048.0,10.3,1059000.0
2023,West End,0.57,33,1,1048.0,10.3,1261000.0
2023,West End,0.57,44,1,1048.0,10.3,2194000.0
2023,West End,0.57,33,1,1048.0,10.3,955000.0
2023,West End,0.57,47,1,1048.0,10.3,644000.0
2023,West End,0.57,35,1,1048.0,10.3,613000.0
2023,West End,0.57,20,1,1048.0,10.3,593000.0
2023,West End,0.57,20,1,1048.0,10.3,497000.0
2023,West End,0.57,41,1,1048.0,10.3,687000.0
2023,West End,0.57,46,1,1048.0,10.3,478300.0
2023,West End,0.57,51,1,1048.0,10.3,848500.0
2023,West End,0.57,38,1,1048.0,10.3,714000.0
2023,West End,0.57,31,1,1048.0,10.3,1182000.0
2023,West End,0.57,31,1,1048.0,10.3,1248000.0
2023,Downtown,1.43,23,1,1048.0,10.3,855000.0
2023,Downtown,1.43,113,1,1048.0,10.3,290200.0
2023,Downtown,1.43,33,1,1048.0,10.3,558000.0
2023,Downtown,1.43,21,1,1048.0,10.3,435000.0
2023,Downtown,1.43,20,1,1048.0,10.3,1439000.0
2023,Downtown,1.43,24,1,1048.0,10.3,692000.0
2023,Downtown,1.43,29,1,1048.0,10.3,646000.0
2023,Downtown,1.43,25,1,1048.0,10.3,614000.0
2023,Downtown,1.43,22,1,1048.0,10.3,2420710.0
2023,Downtown,1.43,19,1,1048.0,10.3,1893000.0
2023,Downtown,1.43,25,1,1048.0,10.3,466000.0
2023,Downtown,1.43,31,1,1048.0,10.3,854000.0
2023,Downtown,1.43,27,1,1048.0,10.3,853000.0
2023,Downtown,1.43,37,1,1048.0,10.3,994000.0
2023,Downtown,1.43,29,1,1048.0,10.3,831000.0
2023,Downtown,1.43,29,1,1048.0,10.3,930000.0
2023,Downtown,1.43,26,1,1048.0,10.3,248500.0
2023,Downtown,1.43,34,1,1048.0,10.3,729000.0
2021,Renfrew-Collingwood,7.85,93,0,1140.4,10.6,1213600.0
2021,Kensington-Cedar Cottage,5.89,95,0,1140.4,10.6,1295600.0
2023,Downtown,1.43,6,1,1048.0,10.3,835000.0
2023,Kensington-Cedar Cottage,5.89,12,1,1048.0,10.3,1061000.0
2023,West End,0.57,38,1,1048.0,10.3,440000.0
2023,Downtown,1.43,24,1,1048.0,10.3,640000.0
2023,Downtown,1.43,24,1,1048.0,10.3,694000.0
2023,Downtown,1.43,26,1,1048.0,10.3,734000.0
2023,Downtown,1.43,26,1,1048.0,10.3,696000.0
2023,Downtown,1.43,26,1,1048.0,10.3,769000.0
2023,Downtown,1.43,24,1,1048.0,10.3,175600.0
2023,Downtown,1.43,24,1,1048.0,10.3,534000.0
2023,Downtown,1.43,25,1,1048.0,10.3,754000.0
2023,Downtown,1.43,24,1,1048.0,10.3,315000.0
2021,Hastings-Sunrise,6.96,99,0,1140.4,10.6,1204200.0
2023,Kensington-Cedar Cottage,5.89,111,0,1048.0,10.3,2073000.0
2023,Kensington-Cedar Cottage,5.89,113,0,1048.0,10.3,1512200.0
2023,Kensington-Cedar Cottage,5.89,41,0,1048.0,10.3,1627000.0
2023,West End,0.57,37,1,1048.0,10.3,619400.0
2023,West End,0.57,41,1,1048.0,10.3,689000.0
2023,West End,0.57,46,1,1048.0,10.3,622600.0
2023,West End,0.57,43,1,1048.0,10.3,689000.0
2023,West End,0.57,36,1,1048.0,10.3,742000.0
2023,West End,0.57,32,1,1048.0,10.3,1866000.0
2023,West End,0.57,49,1,1048.0,10.3,552200.0
2023,West End,0.57,37,1,1048.0,10.3,698000.0
2023,West End,0.57,42,1,1048.0,10.3,737000.0
2023,West End,0.57,48,1,1048.0,10.3,766000.0
2023,West End,0.57,48,1,1048.0,10.3,510800.0
2023,West End,0.57,27,1,1048.0,10.3,979000.0
2023,West End,0.57,25,1,1048.0,10.3,853000.0
2023,West End,0.57,40,1,1048.0,10.3,606000.0
2023,West End,0.57,27,1,1048.0,10.3,1241000.0
2023,West End,0.57,38,1,1048.0,10.3,883000.0
2023,West End,0.57,47,1,1048.0,10.3,553800.0
2023,West End,0.57,43,1,1048.0,10.3,543000.0
2023,West End,0.57,49,1,1048.0,10.3,1057000.0
2023,West End,0.57,43,1,1048.0,10.3,1678745.0
2023,West End,0.57,49,1,1048.0,10.3,4087000.0
2023,West End,0.57,47,1,1048.0,10.3,560000.0
2023,West End,0.57,52,1,1048.0,10.3,588400.0
2023,West End,0.57,43,1,1048.0,10.3,584200.0
2023,West End,0.57,37,1,1048.0,10.3,788000.0
2023,West End,0.57,41,1,1048.0,10.3,727000.0
2023,West End,0.57,51,1,1048.0,10.3,593100.0
2023,Renfrew-Collingwood,7.85,18,1,1048.0,10.3,501000.0
2023,Renfrew-Collingwood,7.85,30,0,1048.0,10.3,2554000.0
2023,Renfrew-Collingwood,7.85,22,1,1048.0,10.3,488000.0
2023,Renfrew-Collingwood,7.85,22,1,1048.0,10.3,539000.0
2023,Renfrew-Collingwood,7.85,18,1,1048.0,10.3,526000.0
2023,Renfrew-Collingwood,7.85,30,0,1048.0,10.3,1805000.0
2023,Renfrew-Collingwood,7.85,12,0,1048.0,10.3,2714000.0
2023,Renfrew-Collingwood,7.85,103,0,1048.0,10.3,1583600.0
2023,Kensington-Cedar Cottage,5.89,40,0,1048.0,10.3,2216000.0
2021,Grandview-Woodland,5.05,94,0,1140.4,10.6,1604000.0
2021,Riley Park,4.58,24,1,1140.4,10.6,634000.0
2021,Kitsilano,0.92,109,0,1140.4,10.6,2507000.0
2021,Fairview,1.75,36,1,1140.4,10.6,1049000.0
2021,Kitsilano,0.92,28,1,1140.4,10.6,861000.0
2021,Kitsilano,0.92,22,1,1140.4,10.6,1042000.0
2021,Kitsilano,0.92,30,0,1140.4,10.6,2395000.0
2021,Hastings-Sunrise,6.96,30,0,1140.4,10.6,1527000.0
2023,Kensington-Cedar Cottage,5.89,113,0,1048.0,10.3,2186000.0
2023,Kensington-Cedar Cottage,5.89,29,0,1048.0,10.3,1911000.0
2023,Kensington-Cedar Cottage,5.89,115,0,1048.0,10.3,2135000.0
2023,Kensington-Cedar Cottage,5.89,102,0,1048.0,10.3,2042000.0
2023,Kensington-Cedar Cottage,5.89,9,0,1048.0,10.3,2330000.0
2023,Kensington-Cedar Cottage,5.89,97,0,1048.0,10.3,1830200.0
2023,Kensington-Cedar Cottage,5.89,109,0,1048.0,10.3,1682600.0
2023,Downtown,1.43,26,1,1048.0,10.3,1731000.0
2023,Downtown,1.43,27,1,1048.0,10.3,519000.0
2023,Downtown,1.43,27,1,1048.0,10.3,522000.0
2023,West End,0.57,45,1,1048.0,10.3,530500.0
2023,Downtown,1.43,26,1,1048.0,10.3,2684000.0
2023,Downtown,1.43,41,1,1048.0,10.3,474708.0
2023,Downtown,1.43,24,1,1048.0,10.3,2922000.0
2023,Downtown,1.43,21,1,1048.0,10.3,3638000.0
2023,West End,0.57,39,1,1048.0,10.3,651400.0
2023,Downtown,1.43,21,1,1048.0,10.3,2753000.0
2023,Downtown,1.43,41,1,1048.0,10.3,476000.0
2023,West End,0.57,24,1,1048.0,10.3,467000.0
2023,West End,0.57,39,1,1048.0,10.3,575700.0
2023,Downtown,1.43,26,1,1048.0,10.3,1913000.0
2023,Downtown,1.43,29,1,1048.0,10.3,603000.0
2023,West End,0.57,46,1,1048.0,10.3,1543000.0
2023,Downtown,1.43,41,1,1048.0,10.3,536900.0
2023,West End,0.57,43,1,1048.0,10.3,544000.0
2023,Downtown,1.43,42,1,1048.0,10.3,483300.0
2023,Downtown,1.43,29,1,1048.0,10.3,628000.0
2023,Downtown,1.43,20,1,1048.0,10.3,620000.0
2023,West End,0.57,24,1,1048.0,10.3,780000.0
2023,West End,0.57,42,1,1048.0,10.3,441200.0
2023,Downtown,1.43,20,1,1048.0,10.3,2032000.0
2023,Downtown,1.43,20,1,1048.0,10.3,755000.0
2023,Downtown,1.43,37,1,1048.0,10.3,616000.0
2023,West End,0.57,33,1,1048.0,10.3,797000.0
2023,West End,0.57,29,1,1048.0,10.3,2107000.0
2023,Downtown,1.43,20,1,1048.0,10.3,1993000.0
2023,Downtown,1.43,30,1,1048.0,10.3,566000.0
2023,West End,0.57,33,1,1048.0,10.3,975000.0
2023,Downtown,1.43,26,1,1048.0,10.3,1444000.0
2023,Downtown,1.43,19,1,1048.0,10.3,1321000.0
2023,West End,0.57,33,1,1048.0,10.3,979000.0
2023,West End,0.57,33,1,1048.0,10.3,1028000.0
2023,Downtown,1.43,20,1,1048.0,10.3,3163000.0
2023,Downtown,1.43,19,1,1048.0,10.3,2463000.0
2023,Downtown,1.43,19,1,1048.0,10.3,1318000.0
2023,Downtown,1.43,19,1,1048.0,10.3,3036000.0
2023,Downtown,1.43,41,1,1048.0,10.3,463083.0
2023,Downtown,1.43,29,1,1048.0,10.3,470000.0
2023,Downtown,1.43,25,1,1048.0,10.3,503000.0
2023,Downtown,1.43,23,1,1048.0,10.3,675000.0
2023,Downtown,1.43,28,1,1048.0,10.3,890000.0
2023,Downtown,1.43,20,1,1048.0,10.3,705000.0
2023,Downtown,1.43,31,1,1048.0,10.3,1054000.0
2023,Downtown,1.43,20,1,1048.0,10.3,567598.0
2023,Riley Park,4.58,83,0,1048.0,10.3,3003000.0
2023,Riley Park,4.58,79,0,1048.0,10.3,3408000.0
2023,Riley Park,4.58,93,0,1048.0,10.3,2609000.0
2023,Riley Park,4.58,35,0,1048.0,10.3,3038000.0
2023,Riley Park,4.58,40,0,1048.0,10.3,3633000.0
2023,Riley Park,4.58,34,0,1048.0,10.3,2549000.0
2023,Riley Park,4.58,74,0,1048.0,10.3,2161000.0
2023,Riley Park,4.58,112,0,1048.0,10.3,3040000.0
2023,Downtown,1.43,33,1,1048.0,10.3,453000.0
2023,Downtown,1.43,25,1,1048.0,10.3,613000.0
2023,Downtown,1.43,23,1,1048.0,10.3,871000.0
2023,Downtown,1.43,23,1,1048.0,10.3,911000.0
2023,Downtown,1.43,21,1,1048.0,10.3,653000.0
2023,Downtown,1.43,18,1,1048.0,10.3,980000.0
2023,Downtown,1.43,33,1,1048.0,10.3,720000.0
2023,Downtown,1.43,21,1,1048.0,10.3,730000.0
2023,Downtown,1.43,24,1,1048.0,10.3,684000.0
2023,Downtown,1.43,21,1,1048.0,10.3,666000.0
2023,Downtown,1.43,28,1,1048.0,10.3,486000.0
2023,Downtown,1.43,25,1,1048.0,10.3,728000.0
2023,Kensington-Cedar Cottage,5.89,25,1,1048.0,10.3,1483000.0
2023,Kensington-Cedar Cottage,5.89,25,1,1048.0,10.3,1718000.0
2023,Kensington-Cedar Cottage,5.89,42,0,1048.0,10.3,1971500.0
2023,Kensington-Cedar Cottage,5.89,48,0,1048.0,10.3,1772900.0
2023,Kensington-Cedar Cottage,5.89,113,0,1048.0,10.3,1051800.0
2023,Kensington-Cedar Cottage,5.89,112,0,1048.0,10.3,1751400.0
2023,Downtown,1.43,20,1,1048.0,10.3,1007000.0
2023,Downtown,1.43,18,1,1048.0,10.3,834000.0
2023,Downtown,1.43,19,1,1048.0,10.3,660000.0
2023,Downtown,1.43,25,1,1048.0,10.3,602000.0
2023,Downtown,1.43,15,1,1048.0,10.3,565000.0
2023,Downtown,1.43,18,1,1048.0,10.3,705000.0
2023,Downtown,1.43,20,1,1048.0,10.3,1069000.0
2023,Downtown,1.43,18,1,1048.0,10.3,870000.0
2023,Downtown,1.43,21,1,1048.0,10.3,1292000.0
2023,Downtown,1.43,28,1,1048.0,10.3,608000.0
2023,Riley Park,4.58,31,0,1048.0,10.3,4100000.0
2023,Oakridge,5.77,7,1,1048.0,10.3,651000.0
2023,West End,0.57,2,1,1048.0,10.3,952000.0
2023,Downtown,1.43,14,1,1048.0,10.3,607000.0
2023,West Point Grey,1.05,17,1,1048.0,10.3,592000.0
2023,Downtown,1.43,6,1,1048.0,10.3,691000.0
2023,Downtown,1.43,25,1,1048.0,10.3,613000.0
2023,Downtown,1.43,28,1,1048.0,10.3,1265950.0
2023,Downtown,1.43,30,1,1048.0,10.3,1051000.0
2023,Downtown,1.43,30,1,1048.0,10.3,834000.0
2023,Downtown,1.43,26,1,1048.0,10.3,749000.0
2023,Downtown,1.43,26,1,1048.0,10.3,703000.0
2023,Kensington-Cedar Cottage,5.89,117,0,1048.0,10.3,2044000.0
2023,Kensington-Cedar Cottage,5.89,40,0,1048.0,10.3,2783000.0
2023,Kensington-Cedar Cottage,5.89,118,0,1048.0,10.3,2233900.0
2023,Kensington-Cedar Cottage,5.89,75,0,1048.0,10.3,1375100.0
2023,Kensington-Cedar Cottage,5.89,62,0,1048.0,10.3,2239000.0
2023,Kensington-Cedar Cottage,5.89,113,0,1048.0,10.3,3967900.0
2023,Kensington-Cedar Cottage,5.89,33,0,1048.0,10.3,2189000.0
2023,Kensington-Cedar Cottage,5.89,110,0,1048.0,10.3,1924000.0
2023,Kensington-Cedar Cottage,5.89,24,1,1048.0,10.3,436300.0
2023,Kensington-Cedar Cottage,5.89,118,0,1048.0,10.3,2181800.0
2023,Kensington-Cedar Cottage,5.89,24,1,1048.0,10.3,483000.0
